연번,자치구명,설치위치,세부 위치,설치 장소 유형,수거 쓰레기 종류,위도,경도,행정동코드,행정동,처리방식
170,종로구,돈화문로11다길 51,스튜디오제이 맞은편,도로변(횡단보도 포함),재활용쓰레기,37.5736444,126.9892772,11010610.0,종로1·2·3·4가동,정상 지오코딩
171,종로구,삼일대로17길 42-1,명가양갈비 앞,상가지역,담배꽁초 수거함,37.5693661,126.9850715,11010610.0,종로1·2·3·4가동,정상 지오코딩
172,종로구,삼일대로17길 42-1,명가양갈비 앞,상가지역,담배꽁초 수거함,37.5693661,126.9850715,11010610.0,종로1·2·3·4가동,정상 지오코딩
173,종로구,종로 69,우리은행 종로YMCA지점 앞,도로변(횡단보도 포함),일반쓰레기,37.5705769,126.9853141,11010610.0,종로1·2·3·4가동,정상 지오코딩
174,종로구,종로 69,우리은행 종로YMCA지점 앞,도로변(횡단보도 포함),재활용쓰레기,37.5705769,126.9853141,11010610.0,종로1·2·3·4가동,정상 지오코딩
175,종로구,율곡로3길 50,덕성여자고등학교 담장 앞,도로변(횡단보도 포함),일반쓰레기,37.5777608,126.9835581,11010540.0,삼청동,정상 지오코딩
176,종로구,율곡로3길 50,덕성여자고등학교 담장 앞,도로변(횡단보도 포함),재활용쓰레기,37.5777608,126.9835581,11010540.0,삼청동,정상 지오코딩
177,종로구,세종로 23-3,의정부지 역사공원 앞,"광장, 공원",일반쓰레기,37.574563,126.9784817,11010610.0,종로1·2·3·4가동,정상 지오코딩
178,종로구,세종로 23-3,의정부지 역사공원 앞,"광장, 공원",재활용쓰레기,37.574563,126.9784817,11010610.0,종로1·2·3·4가동,정상 지오코딩
179,종로구,사직로 115,"경복궁역 1번 출구, 사직단 어린이도서관 (01114)","정류소(버스,택시 등)",일반쓰레기,37.5762907,126.971511,11010530.0,사직동,정상 지오코딩
180,종로구,사직로 115,"경복궁역 1번 출구, 사직단 어린이도서관 (01114)","정류소(버스,택시 등)",재활용쓰레기,37.5762907,126.971511,11010530.0,사직동,정상 지오코딩
181,종로구,통일로 230,"독립문역, 서대문형무소역사관(01167)","정류소(버스,택시 등)",일반쓰레기,37.5743704,126.9586287,11010570.0,무악동,API 재시도-주소검색-원본
182,종로구,통일로 230,"독립문역, 서대문형무소역사관(01167)","정류소(버스,택시 등)",재활용쓰레기,37.5743704,126.9586287,11010570.0,무악동,API 재시도-주소검색-원본
183,종로구,신문로1가 141,광화문(중)(01-009),"정류소(버스,택시 등)",일반쓰레기,37.570159,126.9757971,11010530.0,사직동,정상 지오코딩
184,종로구,신문로1가 141,광화문(중)(01-009),"정류소(버스,택시 등)",재활용쓰레기,37.570159,126.9757971,11010530.0,사직동,정상 지오코딩
185,종로구,종로1가 54,종로1가(중)(01-012),"정류소(버스,택시 등)",일반쓰레기,37.5702326,126.9814158,11010610.0,종로1·2·3·4가동,정상 지오코딩
186,종로구,종로1가 54,종로1가(중)(01-012),"정류소(버스,택시 등)",재활용쓰레기,37.5702326,126.9814158,11010610.0,종로1·2·3·4가동,정상 지오코딩
187,종로구,종로1가 82-2,종로1가(중)(01-011),"정류소(버스,택시 등)",일반쓰레기,37.5702139,126.9797603,11010610.0,종로1·2·3·4가동,정상 지오코딩
188,종로구,종로1가 82-2,종로1가(중)(01-011),"정류소(버스,택시 등)",재활용쓰레기,37.5702139,126.9797603,11010610.0,종로1·2·3·4가동,정상 지오코딩
189,종로구,종로2가 15-1,종로2가 버스정류장(01-014),"정류소(버스,택시 등)",일반쓰레기,37.5703595,126.9863939,11010610.0,종로1·2·3·4가동,정상 지오코딩
190,종로구,종로2가 15-1,종로2가 버스정류장(01-014),"정류소(버스,택시 등)",재활용쓰레기,37.5703595,126.9863939,11010610.0,종로1·2·3·4가동,정상 지오코딩
191,종로구,종로1가 1-3,광화문 버스정류소(01-010),"정류소(버스,택시 등)",일반쓰레기,37.5703023,126.9780403,11010610.0,종로1·2·3·4가동,정상 지오코딩
192,종로구,종로1가 1-3,광화문 버스정류소(01-010),"정류소(버스,택시 등)",재활용쓰레기,37.5703023,126.9780403,11010610.0,종로1·2·3·4가동,정상 지오코딩
193,종로구,신문로2가 15,서울역사박물관.경희궁I3(01-007),"정류소(버스,택시 등)",일반쓰레기,37.5688773,126.9701736,11010530.0,사직동,정상 지오코딩
194,종로구,신문로2가 15,서울역사박물관.경희궁I3(01-007),"정류소(버스,택시 등)",재활용쓰레기,37.5688773,126.9701736,11010530.0,사직동,정상 지오코딩
195,종로구,신문로2가 1-33,서울역사박물관.경희궁O3(01-008),"정류소(버스,택시 등)",일반쓰레기,37.5691527,126.9702075,11010530.0,사직동,정상 지오코딩
196,종로구,신문로2가 1-33,서울역사박물관.경희궁O3(01-008),"정류소(버스,택시 등)",재활용쓰레기,37.5691527,126.9702075,11010530.0,사직동,정상 지오코딩
197,종로구,종로 73,종로2가(중)(01-013),"정류소(버스,택시 등)",일반쓰레기,37.5702043,126.9855194,11010610.0,종로1·2·3·4가동,정상 지오코딩
198,종로구,종로 73,종로2가(중)(01-013),"정류소(버스,택시 등)",재활용쓰레기,37.5702043,126.9855194,11010610.0,종로1·2·3·4가동,정상 지오코딩
199,종로구,사직로8길 4,사직단 버스정류장(01-128),"정류소(버스,택시 등)",일반쓰레기,37.5746717,126.9684298,11010530.0,사직동,정상 지오코딩
200,종로구,사직로8길 4,사직단 버스정류장(01-128),"정류소(버스,택시 등)",재활용쓰레기,37.5746717,126.9684298,11010530.0,사직동,정상 지오코딩
201,종로구,종로3가 45-4,종로4가 종묘 버스정류장(01-017),"정류소(버스,택시 등)",일반쓰레기,37.570484,126.9936852,11010610.0,종로1·2·3·4가동,정상 지오코딩
202,종로구,종로3가 45-4,종로4가 종묘 버스정류장(01-017),"정류소(버스,택시 등)",재활용쓰레기,37.570484,126.9936852,11010610.0,종로1·2·3·4가동,정상 지오코딩
203,종로구,종로 103-1,종로3가.탑골공원(01-015),"정류소(버스,택시 등)",일반쓰레기,37.5704452,126.9891342,11010610.0,종로1·2·3·4가동,정상 지오코딩
204,종로구,종로 103-1,종로3가.탑골공원(01-015),"정류소(버스,택시 등)",재활용쓰레기,37.5704452,126.9891342,11010610.0,종로1·2·3·4가동,정상 지오코딩
205,종로구,종로129,종로3가 버스정류소(01-016),"정류소(버스,택시 등)",일반쓰레기,37.5704266,126.9920293,11010610.0,종로1·2·3·4가동,정상 지오코딩
206,종로구,종로129,종로3가 버스정류소(01-016),"정류소(버스,택시 등)",재활용쓰레기,37.5704266,126.9920293,11010610.0,종로1·2·3·4가동,정상 지오코딩
207,종로구,돈화문로 63-1,영진수산,도로변(횡단보도 포함),일반쓰레기,37.57417,126.9908527,11010610.0,종로1·2·3·4가동,정상 지오코딩
208,종로구,돈화문로 63-1,영진수산,도로변(횡단보도 포함),재활용쓰레기,37.57417,126.9908527,11010610.0,종로1·2·3·4가동,정상 지오코딩
209,종로구,율곡로 88,창덕궁(01296),"정류소(버스,택시 등)",일반쓰레기,37.5768079,126.988924,11010610.0,종로1·2·3·4가동,정상 지오코딩
210,종로구,율곡로 88,창덕궁(01296),"정류소(버스,택시 등)",재활용쓰레기,37.5768079,126.988924,11010610.0,종로1·2·3·4가동,정상 지오코딩
211,종로구,연건동 28-2,"창경궁, 서울대병원 버스정류장(01-002)","정류소(버스,택시 등)",일반쓰레기,37.5807769,126.9992494,11010640.0,이화동,정상 지오코딩
212,종로구,연건동 28-2,"창경궁, 서울대병원 버스정류장(01-002)","정류소(버스,택시 등)",재활용쓰레기,37.5807769,126.9992494,11010640.0,이화동,정상 지오코딩
213,종로구,연건동 28-2,"창경궁, 서울대병원 버스정류장(01-002)","정류소(버스,택시 등)",일반쓰레기,37.5807769,126.9992494,11010640.0,이화동,정상 지오코딩
214,종로구,연건동 28-2,"창경궁, 서울대병원 버스정류장(01-002)","정류소(버스,택시 등)",재활용쓰레기,37.5807769,126.9992494,11010640.0,이화동,정상 지오코딩
215,종로구,대학로 8길 1,마로니에공원 버스정류장(01-220),"정류소(버스,택시 등)",일반쓰레기,37.5810033,127.0024239,11010640.0,이화동,정상 지오코딩
216,종로구,대학로 8길 1,마로니에공원 버스정류장(01-220),"정류소(버스,택시 등)",재활용쓰레기,37.5810033,127.0024239,11010640.0,이화동,정상 지오코딩
217,종로구,종로 200,종로5가 광장시장 버스정류장(01-020),"정류소(버스,택시 등)",일반쓰레기,37.5706771,126.9998895,11010610.0,종로1·2·3·4가동,정상 지오코딩
218,종로구,종로 200,종로5가 광장시장 버스정류장(01-020),"정류소(버스,택시 등)",재활용쓰레기,37.5706771,126.9998895,11010610.0,종로1·2·3·4가동,정상 지오코딩
219,종로구,종로4가 183,종로5가 광장시장 버스정류장(01-019),"정류소(버스,택시 등)",일반쓰레기,37.5707352,126.9984446,11010610.0,종로1·2·3·4가동,정상 지오코딩
220,종로구,종로4가 183,종로5가 광장시장 버스정류장(01-019),"정류소(버스,택시 등)",재활용쓰레기,37.5707352,126.9984446,11010610.0,종로1·2·3·4가동,정상 지오코딩
221,종로구,종로 200,종로5가 광장시장 버스정류장(01-020),"정류소(버스,택시 등)",일반쓰레기,37.5706771,126.9998895,11010610.0,종로1·2·3·4가동,정상 지오코딩
222,종로구,종로 200,종로5가 광장시장 버스정류장(01-020),"정류소(버스,택시 등)",재활용쓰레기,37.5706771,126.9998895,11010610.0,종로1·2·3·4가동,정상 지오코딩
223,종로구,창경궁로 235,명륜3가 성대입구 버스정류장(01-003),"정류소(버스,택시 등)",일반쓰레기,37.5829626,126.9983851,11010730.0,혜화동,정상 지오코딩
224,종로구,창경궁로 235,명륜3가 성대입구 버스정류장(01-003),"정류소(버스,택시 등)",재활용쓰레기,37.5829626,126.9983851,11010730.0,혜화동,정상 지오코딩
225,종로구,창경궁로 235,명륜3가 성대입구 버스정류장(01-003),"정류소(버스,택시 등)",일반쓰레기,37.5829626,126.9983851,11010730.0,혜화동,정상 지오코딩
226,종로구,창경궁로 235,명륜3가 성대입구 버스정류장(01-003),"정류소(버스,택시 등)",재활용쓰레기,37.5829626,126.9983851,11010730.0,혜화동,정상 지오코딩
227,종로구,창경궁로 269,혜화로터리 버스정류장(01-005),"정류소(버스,택시 등)",일반쓰레기,37.5853421,127.0006657,11010730.0,혜화동,정상 지오코딩
228,종로구,창경궁로 269,혜화로터리 버스정류장(01-005),"정류소(버스,택시 등)",재활용쓰레기,37.5853421,127.0006657,11010730.0,혜화동,정상 지오코딩
229,종로구,창경궁로 269,혜화로터리 버스정류장(01-005),"정류소(버스,택시 등)",일반쓰레기,37.5853421,127.0006657,11010730.0,혜화동,정상 지오코딩
230,종로구,창경궁로 269,혜화로터리 버스정류장(01-005),"정류소(버스,택시 등)",재활용쓰레기,37.5853421,127.0006657,11010730.0,혜화동,정상 지오코딩
231,종로구,대학로 145,혜화역.서울연극센터 버스정류장(01-228),"정류소(버스,택시 등)",일반쓰레기,37.5841413,127.0012781,11010730.0,혜화동,정상 지오코딩
232,종로구,대학로 145,혜화역.서울연극센터 버스정류장(01-228),"정류소(버스,택시 등)",재활용쓰레기,37.5841413,127.0012781,11010730.0,혜화동,정상 지오코딩
233,종로구,종로4가 183,종로5가 광장시장 버스정류장(01-019),"정류소(버스,택시 등)",일반쓰레기,37.5707352,126.9984446,11010610.0,종로1·2·3·4가동,정상 지오코딩
234,종로구,종로4가 183,종로5가 광장시장 버스정류장(01-019),"정류소(버스,택시 등)",재활용쓰레기,37.5707352,126.9984446,11010610.0,종로1·2·3·4가동,정상 지오코딩
235,종로구,대학로 86,방송통신대 버스정류장(01-219),"정류소(버스,택시 등)",일반쓰레기,37.5791955,127.0032909,11010640.0,이화동,정상 지오코딩
236,종로구,대학로 86,방송통신대 버스정류장(01-219),"정류소(버스,택시 등)",재활용쓰레기,37.5791955,127.0032909,11010640.0,이화동,정상 지오코딩
237,종로구,대학로 75,방송통신대 버스정류장(01-222),"정류소(버스,택시 등)",일반쓰레기,37.5780577,127.0017631,11010640.0,이화동,정상 지오코딩
238,종로구,대학로 75,방송통신대 버스정류장(01-222),"정류소(버스,택시 등)",재활용쓰레기,37.5780577,127.0017631,11010640.0,이화동,정상 지오코딩
239,종로구,종로4가 32-8,종로4가.종묘(01-018),"정류소(버스,택시 등)",일반쓰레기,37.5707222,126.996534,11010610.0,종로1·2·3·4가동,정상 지오코딩
240,종로구,종로4가 32-8,종로4가.종묘(01-018),"정류소(버스,택시 등)",재활용쓰레기,37.5707222,126.996534,11010610.0,종로1·2·3·4가동,정상 지오코딩
241,종로구,종로5가 11-2,종로6가.동대문종합시장(01-021),"정류소(버스,택시 등)",일반쓰레기,37.5710806,127.0049737,11010630.0,종로5·6가동,정상 지오코딩
242,종로구,종로5가 11-2,종로6가.동대문종합시장(01-021),"정류소(버스,택시 등)",재활용쓰레기,37.5710806,127.0049737,11010630.0,종로5·6가동,정상 지오코딩
243,종로구,창신동 204-14,동대문역.흥인지문I3(01-037),"정류소(버스,택시 등)",일반쓰레기,37.5721253,127.0122582,11010670.0,창신1동,정상 지오코딩
244,종로구,창신동 204-14,동대문역.흥인지문I3(01-037),"정류소(버스,택시 등)",재활용쓰레기,37.5721253,127.0122582,11010670.0,창신1동,정상 지오코딩
245,종로구,종로5가 11-2,종로6가.동대문종합시장(01-021),"정류소(버스,택시 등)",일반쓰레기,37.5710806,127.0049737,11010630.0,종로5·6가동,정상 지오코딩
246,종로구,종로5가 11-2,종로6가.동대문종합시장(01-021),"정류소(버스,택시 등)",재활용쓰레기,37.5710806,127.0049737,11010630.0,종로5·6가동,정상 지오코딩
247,종로구,종로6가(종로41길),종로6가.동대문종합시장(01-022),"정류소(버스,택시 등)",일반쓰레기,37.5718913,127.0075843,11010630.0,종로5·6가동,정상 지오코딩
248,종로구,종로6가(종로42길),종로6가.동대문종합시장(01-022),"정류소(버스,택시 등)",재활용쓰레기,37.5718913,127.0075843,11010630.0,종로5·6가동,정상 지오코딩
249,종로구,종로 235,동대문역.흥인지문(01-023),"정류소(버스,택시 등)",일반쓰레기,37.5712594,127.0039903,11010630.0,종로5·6가동,정상 지오코딩
250,종로구,종로 235,동대문역.흥인지문(01-023),"정류소(버스,택시 등)",재활용쓰레기,37.5712594,127.0039903,11010630.0,종로5·6가동,정상 지오코딩
251,종로구,대학로 65,"방송통신대, 이화장(01-222)","정류소(버스,택시 등)",일반쓰레기,37.5771532,127.0015492,11010640.0,이화동,정상 지오코딩
252,종로구,대학로 65,"방송통신대, 이화장(01-222)","정류소(버스,택시 등)",재활용쓰레기,37.5771532,127.0015492,11010640.0,이화동,정상 지오코딩
253,종로구,대학로 91,종로소방소 연건 앞,상가지역,일반쓰레기,37.5794143,127.0018354,11010640.0,이화동,정상 지오코딩
254,종로구,대학로 91,종로소방소 연건 앞,상가지역,재활용쓰레기,37.5794143,127.0018354,11010640.0,이화동,정상 지오코딩
